student_id,term_id,first_name,last_name,credits_earned,date_of_birth,student_employee,gpa,major
359704,2221,Dion,Bigby,18,4/14/98,0,2.37,Music Education
370887,2221,Merla,Pactat,72,7/26/01,0,2.06,Office Administration
247264,2221,Shannon,Storks,107,2/22/99,0,3.98,Pre-Business
935927,2221,Barbee,Malamore,0,3/28/00,0,2.83,"Elec & Comp Engr, Concurr Deg"
494602,2221,Ravi,Roseblade,55,11/15/02,0,3.68,Journalism
380807,2221,Kippie,Dawkes,3,9/24/01,0,2.12,Political Science
372551,2221,Bria,Saunder,47,5/5/01,0,3.53,Biochemistry
289714,2221,Gloriana,Linkie,45,1/19/98,1,3.11,Performance
365036,2221,Pansy,Loveitt,142,8/24/02,0,3.16,Cinema Stds/Moving Image Arts
483139,2221,Rosemarie,Penniall,2,10/19/03,0,3.22,Public Relations
242221,2221,Dipali,Nagarkar,56,12/4/03,0,3.01,Design Studies
242221,2221,Dipali,Nagarkar,56,12/4/03,0,3.01,Public Relations
198152,2221,Elden,McGrady,66,7/10/02,0,4,Biological Sciences-MCD
432093,2221,Sinclair,Braunston,21,5/3/00,0,3.7,Neuroscience
574512,2221,George,McVeagh,57,9/26/03,0,1.4,Operations Management
604076,2221,Ev,Giovanardi,4,7/10/02,0,3.07,Public Relations
521541,2221,Ellerey,Quarry,132,1/13/03,0,3.37,Sociology
615961,2221,Candide,Innett,121,4/30/03,0,3.62,Art History
824076,2221,Lorelle,Coulman,133,11/3/03,0,2.48,Architecture
858975,2221,Lutero,Wingatt,83,6/1/03,0,4,Music
849293,2221,Alasteir,Quenby,16,11/27/00,1,3.61,Post-Degree Additional Major
102886,2221,Gabie,Danton,34,10/15/99,0,4,Engineering Physics
124411,2221,Lacy,Tottie,42,1/5/00,0,4,Individually Structured
763922,2221,Sukhwinder,Nibhanupudi,4,3/30/04,0,2.72,History
763922,2221,Sukhwinder,Nibhanupudi,4,3/30/04,0,2.72,Philosophy
615274,2221,Dre,Godsmark,82,4/13/98,0,2.04,Chemistry
613958,2221,Etheline,Noonan,138,1/14/99,0,2.1,Statistics and Data Science
276669,2221,Fielding,Murty,77,6/13/98,0,3.1,Woodwind Performance
880716,2221,Kristien,Punchard,48,4/2/04,1,3.76,Integrative Physiology
877388,2221,Seana,Seid,40,8/19/00,0,4,Music
342274,2221,Vilma,Ralfe,23,2/2/03,0,4,Media Studies
190688,2221,Edita,Nellis,77,2/13/99,1,3.84,Communication
969605,2221,Tien,Metharom,78,11/7/03,0,2.98,Creative Technology and Design
202420,2221,Pammy,Willcot,21,10/15/01,1,4,Business - Open Option
480279,2221,Law,Lewsley,93,8/28/98,0,3.64,Real Estate
615918,2221,Nissa,Tysack,32,4/23/00,0,2.56,Central & East European Stdy
109345,2221,Malia,Grundell,34,4/14/04,0,3.76,Latin American Studies
706582,2221,Powell,Shegog,124,11/11/99,0,3.34,Public Relations & Business
543602,2221,Zedekiah,Weall,18,8/2/99,0,2.83,Finance
852337,2221,Cacilia,Pates,115,7/21/03,1,3.6,Philosophy
832246,2221,Tommie,Bach,49,11/20/01,0,4,Entreparneurship/Small Bus Mgt
785689,2221,Rosabelle,Spykings,27,7/27/03,0,3,"Elec Engr, Computer Sci & Bus"
917070,2221,Wallas,Blandamore,94,1/5/00,1,2.61,Musicology
369472,2221,Cross,Hailston,84,9/5/02,1,2.9,Provisional Admit
516296,2221,Elsi,Baal,21,8/8/98,0,3.59,Film Studies Concurr Degree
694440,2221,Bernard,Wedon,90,12/4/00,0,2.06,Film Studies Concurr Degree
601107,2221,Culver,Klimus,49,5/21/03,0,2.68,Mathematics
896386,2221,Bernie,Hardaway,113,10/17/98,0,3.56,"Electrical Engr, Concur Degree"
987018,2221,Jolee,Mushrow,111,3/28/00,0,3.91,"Physics, Concurrent Degree"
663328,2221,Laryssa,Fell,46,4/12/99,0,4,Advertising
820403,2221,Liliana,Montes,30,12/26/03,0,3.14,Media Studies
633945,2221,Merline,Marner,64,3/8/02,0,3.13,Chinese - Concurrent Degree
630641,2221,Sandi,Duchesne,48,6/7/01,1,2.76,Environmental Conservation
138039,2221,Loella,Quiddington,21,4/17/04,1,4,Central & East European Stdy
958026,2221,Natka,Strathern,4,2/16/02,0,2.91,Teacher Education Elementary
227257,2221,Madlen,Frentz,51,4/10/99,1,3.67,Chinese - Concurrent Degree
401591,2221,Bobbye,Cohen,139,1/4/04,0,3.86,News - Editorial
222584,2221,Christiana,Adamthwaite,88,6/28/99,1,4,Applied Mathematics
995749,2221,Lissy,Haighton,7,10/6/03,0,3.04,Central & East European Stdy
563368,2221,Thornie,Mitkcov,142,1/26/02,1,2.77,International Business
987591,2221,Irita,Dumbare,4,2/17/99,0,4,"Mathematics, Concurrent Degree"
574983,2221,Fidelity,Aliberti,12,8/13/03,0,4,A&S - Open Option
619170,2221,Mawar,Nguyen,104,10/12/01,0,4,Kinesiology
304067,2221,Brittne,Starbucke,123,10/24/02,1,4,Theatre
190000,2221,Magnum,Aldcorne,141,6/7/98,0,3.58,Performance
317051,2221,Justina,Guiel,77,11/11/98,1,3.08,Electrical & Comp Engineering
320369,2221,Ephrem,Onion,18,10/13/99,0,2.23,Public Relations
903960,2221,Oby,Curle,70,1/25/04,0,2.14,"Kinesiology, Concurrent Degree"
204315,2221,Aimil,Draisey,90,12/1/00,0,3.73,Atmospheric & Oceanic Sciences
783373,2221,Renaud,Baldassi,47,8/1/99,0,4,Journalism - Open Option
907676,2221,Nollie,Naismith,59,4/22/98,1,2.2,Civil Engineering
765010,2221,Shelbi,McLleese,111,7/14/98,0,4,Minerals Land Management
306825,2221,Mira,Matuszak,40,5/2/99,0,2.89,Envir/Civ Engineering Conc Deg
758870,2221,Emmalyn,Mullen,125,3/28/02,0,2.45,Physics for Secondary Schools
834893,2221,Frankie,Fandrey,102,5/12/00,1,2.97,Fine Arts - Art Education
540842,2221,Rubina,McCurlye,137,7/17/01,1,2.05,Journalism - Undetermined
356773,2221,Yank,Marcam,68,5/27/99,0,4,Information Science
610171,2221,Debera,Mottley,66,2/15/03,0,4,German Studies
980846,2221,Claiborne,Jimmison,73,2/23/01,0,3.69,Chinese - Concurrent Degree
546841,2221,Quyen,Wattana,97,9/16/99,1,4,Economics
504838,2221,Drusi,Handover,122,2/6/99,1,3.62,Aerospace Engineering Sciences
636422,2221,Rhett,Fowles,64,6/17/00,0,4,Japanese-Concurrent Degree
695818,2221,Agathe,Veltman,59,6/25/00,0,3.47,Information Science
967548,2221,Smith,Ree,60,6/5/01,0,3.55,Piano Performance
656972,2221,Siffre,Asbury,54,10/18/02,0,4,Information Science
662366,2221,Estevan,Dethloff,51,4/24/03,1,2.19,Religious Studies Concurr Deg
660664,2221,Adelle,Niles,127,1/4/98,0,4,Mathematics
366002,2221,Madelon,Curedell,36,2/5/04,0,4,Central & East European Stdy
598745,2221,Donnell,Cluse,74,7/18/02,0,4,Pre-Business
116242,2221,Cyndy,Dawidowsky,116,9/18/98,1,2.37,Personnel-Human Resources Mgt
930335,2221,Jean,Filimore,25,8/27/01,0,2.26,"German Studies, Concur Degr"
792859,2221,Elvin,Deguara,115,10/15/01,0,3.78,Electrical Engineering
716325,2221,Belia,Czajkowska,134,3/10/03,0,2.76,Environmental Design & Bus
438099,2221,Troy,O'Cullinane,72,4/22/04,0,3.75,Music
269158,2221,Lynette,Robottham,127,6/14/98,0,2.78,Information Systems
444017,2221,Arthur,Horsefield,17,6/28/98,1,2.29,Organ Performance
872700,2221,Feliks,Brabban,88,6/14/98,1,2.79,Biomedical Engineering
545384,2221,Robers,Sandwich,120,5/16/00,0,3.54,Personnel-Human Resources Mgt
672675,2221,Ellis,MacKenzie,14,3/12/00,0,3.26,Chem & Biol Engr Concur Deg
631296,2221,Mariele,Mouan,133,11/30/98,0,2.82,Environmental Design
629694,2221,Keely,Gumly,106,7/24/03,0,3.19,Advertising
826389,2221,Ingelbert,Hollingshead,2,5/19/99,0,2.38,"Kinesiology, Concurrent Degree"
848961,2221,Francisco,Pinto,86,7/27/01,0,3.95,Accounting-Concurrent Degree
801975,2221,Erie,Okker,11,1/15/00,1,2.2,"Elec & Comp Engr, Concurr Deg"
114604,2221,Tabor,Pfleger,134,1/24/99,1,4,Composition
730181,2221,Blinnie,Fairbourn,91,3/27/00,0,3.87,Chinese - Concurrent Degree
402277,2221,Sadye,Bredbury,140,3/22/02,0,3.72,"Mathematics, Concurrent Degree"
514433,2221,Rahel,Edge,134,1/22/02,0,2.94,Business - Undetermined
377983,2221,Hildagarde,Thebeau,101,2/21/04,0,3.65,Systems
444814,2221,Cody,Choudhury,47,5/1/98,0,3.65,Musical Theatre
772510,2221,Germain,Peagram,103,9/19/01,0,3.95,Communication
439617,2221,Betteann,Aizkovitch,115,12/12/03,0,4,Russian Studies
301422,2221,Blondy,Shanklin,123,9/13/02,1,2,Undergrad Initial Statistics
525843,2221,Mort,Rudeyeard,86,9/5/01,1,2.02,Atmospheric & Oceanic Sciences
624587,2221,Prudi,Crab,66,6/29/00,0,3.71,Latin
375313,2221,Garold,Dunphie,55,10/31/02,0,3.4,Woodwind Performance
106307,2221,Keary,Chislett,90,5/29/00,0,3.49,"Kinesiology, Concurrent Degree"
474549,2221,Hastings,Huddle,72,4/11/01,0,3.81,Humanities
133414,2221,Poppy,Surgeon,92,2/29/04,0,3.87,Environmental Design & Bus
102814,2221,D'arcy,Kindleysides,23,4/12/02,0,3.05,"Linguistics, Concurrent Degree"
917387,2221,Ivie,Riepl,83,10/20/01,0,4,Sustainable Planning & Design
572202,2221,Lucy,Aldersea,85,5/8/03,0,3.24,Creative Technology and Design
592920,2221,Dodie,Leddie,131,9/28/02,0,3.93,Biomedical Engineering
738627,2221,Shaylah,Vick,142,11/17/00,0,4,Integrated Design Engineering
951995,2221,Janella,Beaze,79,12/21/98,0,4,Environmental Engineering
262173,2221,Jania,Jowett,103,7/18/03,0,3.13,Architectural Engineering
434532,2221,Enrique,Zamora,77,9/16/98,0,4,Pre-Engineering
527949,2221,Gael,Inchbald,60,4/20/00,0,2.89,Central & East European Stdy
943337,2221,Cordy,Sissens,28,8/9/00,0,2.83,Accounting
735586,2221,Oriana,Ramirez,92,1/28/98,0,3.9,Small Bus Mgt & Entrprnship
735586,2221,Oriana,Ramirez,92,1/28/98,0,3.9,Accounting
977538,2221,Arleta,Gaddie,137,12/24/02,1,4,Theatre
178177,2221,Ashia,Copcott,78,5/31/98,0,2.73,Organization Management
775252,2221,Catlin,Weightman,55,4/9/01,0,4,Music
157017,2221,Marven,Castellucci,84,5/1/01,0,4,Undergrad Initial Statistics
893029,2221,Tandi,Keyson,4,4/6/00,0,2.01,Ecol & Evolution Bio-Con Deg
773944,2221,Georgeanna,Mallock,57,1/1/03,0,2.15,Ethnic Studies
822748,2221,Rurik,Haddon,43,11/27/99,0,2.94,Journalism - General Studies
634094,2221,Roberto,Morales,52,2/9/01,0,4,Comm Disorders & Speech Sci
981006,2221,Elianore,Gardiner,52,6/26/99,0,4,Chemical & Biological Engin
920819,2221,Ricky,Dacca,65,12/10/99,0,3.25,Chemistry
488688,2221,Claudia,Garcia,19,3/16/03,1,4,"Computer Sci, Concurrent Degr"
787678,2221,Timothea,Crucetti,53,6/5/99,0,2.22,Biological Sciences-EPO
492837,2221,Louie,Woolatt,66,4/4/04,1,2.15,Business - Undetermined
778193,2221,Inga,Matula,69,3/26/03,0,2.14,Psychology
602702,2221,Pierette,Semens,33,10/27/98,0,4,Music - Undeclared
120742,2221,Cob,Albrook,5,8/25/03,0,4,Aerospace Engineering Sciences
851042,2221,Ginelle,Morden,112,10/10/98,0,3.82,Physics
630019,2221,Fredrick,Gardiner,103,12/9/99,0,4,"French, Concurrent Degree"
588620,2221,Juanita,Fernandez,95,10/9/99,0,2.29,Chemistry
363949,2221,Essie,Rykert,49,12/8/02,1,4,"Aerospace Engr Sci, Concur Deg"
254664,2221,Ferrel,Bandy,4,12/1/98,0,4,Distributed Studies
194705,2221,Carmelia,Frankis,49,9/11/02,0,4,Pre-Geology
428837,2221,Enos,Gibben,35,4/3/04,0,3.43,Voice Performance
735315,2221,Dalis,Mearing,136,9/3/03,0,3.07,Engineering Physics
862857,2221,Teddi,Willacot,0,9/28/98,0,4,Classics
286039,2221,Lanna,Hargrave,26,1/30/01,0,3.92,Public Service Option-PSC
312445,2221,Anitra,Blanque,28,1/6/04,0,2.9,Sociology
221227,2221,Pippo,Mary,125,3/12/00,0,3.27,American Studies
667704,2221,Lolita,Abramow,110,7/14/00,1,3.1,Minerals Land Management
857692,2221,Melissa,De Ath,79,10/10/00,0,3.27,Kinesiology
991232,2221,Prudy,Dehn,120,4/23/00,0,3.07,Accounting-Concurrent Degree
692627,2221,Esmeralda,Torrente,74,2/15/04,0,3.06,Broadcast News
692627,2221,Esmeralda,Torrente,74,2/15/04,0,3.06,Journalism - General Studies
351618,2221,Innis,Wark,49,6/19/01,0,4,Classical Antiquity
547840,2221,Rolph,Goodright,67,4/2/02,0,4,Music Education
915442,2221,Karrah,Coventry,79,3/5/02,0,3.18,Entreparneurship/Small Bus Mgt
722279,2221,Broderick,Headon,124,9/30/98,0,2.66,Architectural Engineering
345974,2221,Keven,Gallager,89,8/18/01,0,3.51,Office Administration
359263,2221,Aluino,McGrirl,1,2/16/03,0,3.26,"Architectural Engr, C/Degree"
929365,2221,Jacenta,Iacopo,126,3/2/99,0,2.43,Chemical Engineering
916315,2221,Violante,Brendeke,3,8/28/02,1,3.49,Sustainable Planning & Design
747596,2221,Seana,Vaz,34,2/17/01,0,3.24,Biology
892403,2221,Nealson,Theze,62,9/8/99,1,2.32,Personnel-Human Resources Mgt
801984,2221,Raddie,Pleat,130,4/4/00,1,3.62,International Affairs
281980,2221,Dionis,Muselli,73,2/20/98,0,3.35,Sustainable Planning & Design
218387,2221,Florette,Schrir,59,1/16/99,0,4,Integrated Design Engineering
324085,2221,Bonita,Gianelli,113,5/6/03,1,4,"Computer Sci, Concurrent Degr"
228290,2221,Berty,Missen,137,12/16/02,0,4,Business - Open Option
127394,2221,Fae,Donaghie,9,11/7/98,0,2.57,Marketing
878555,2221,Moises,Jankowski,89,6/19/03,0,3.33,Accounting-Concurrent Degree
552714,2221,Gaylor,Jiricka,41,5/25/03,0,2.03,Astronomy
376632,2221,Brittne,Barnhill,35,3/16/03,0,3.71,"Mechanical Engr, Concur Degree"
852624,2221,Blake,Clendening,136,5/30/02,1,3.6,Applied Mathematics
783301,2221,Amalle,Housbey,92,10/6/02,0,3.18,"Civil Engr, Concurrent Degree"
295207,2221,Allison,Gammons,12,2/25/04,0,4,"Psychology, Concurrent Degree"
947436,2221,Silva,Firsby,78,12/5/03,0,3.12,Humanities Concurr Deg
984635,2221,Nels,Ligerton,108,6/2/01,0,2.51,Musical Theatre
311192,2221,Bibiana,Espino,134,4/15/00,0,2.72,Journalism - Undetermined
856968,2221,Neille,Pietrusiak,78,6/10/99,0,4,Humanities
453523,2221,Lilas,Askie,57,12/12/98,0,4,Integrative Physiology
609355,2221,Der,Kealey,28,9/6/99,1,2.45,Environmental Conservation
566278,2221,Tiphany,Birkbeck,78,5/9/99,0,2.14,Small Bus Mgt & Entrprnship
130371,2221,Brooks,Parlett,36,5/9/04,0,4,East Asian Studies
491199,2221,Modesty,Mendonca,70,3/30/04,1,2.22,"Electrical Engr, Concur Degree"
460986,2221,Tatiania,Kohn,136,7/23/00,0,3.28,Physics for Secondary Schools
667654,2221,Elsworth,Richfield,87,3/29/00,0,4,A&S - Open Option
173056,2221,Augusto,Maes,42,4/14/99,0,3.55,Dance
370510,2221,Averyl,Casino,74,5/1/04,0,2.74,Aerospace Engineering Sciences
729474,2221,Tore,Rucklidge,82,7/23/03,1,2.22,Woodwind Performance
265019,2221,Lucy,Sinnie,104,5/26/99,0,4,Anthropology
238606,2221,Sholom,Kinman,102,9/15/00,0,4,Leadership/CommunityEngagement
532694,2221,Victor,Bauer,17,3/5/98,0,3.7,Theory
190801,2221,Cordy,Dewdeny,14,5/24/00,0,2.1,Art History
441711,2221,Shana,Forker,92,9/3/02,1,2.92,Chemical & Biological Engr
978598,2221,Winonah,Salzen,119,8/22/01,0,2.91,Provisional Admit
406605,2221,Olly,Borer,0,2/28/04,0,3.16,Geology
690851,2221,Carolynn,Vasler,4,12/19/98,1,4,Ecol & Evolution Bio-Con Deg
735963,2221,Elsinore,Dight,113,4/20/02,0,4,Women and Gender Studies
373573,2221,Humberto,Tourville,83,9/18/98,1,3.27,Fine Arts - Art History
900418,2221,Caprice,Labrow,28,3/13/04,1,2.68,Elec Engr & Computer Sci
443637,2221,Obidiah,Owlner,142,9/13/01,0,4,Astronomy
772003,2221,Tobit,Kliemchen,14,9/7/99,0,4,Organization Management
766132,2221,Carlos,Herrera,9,1/22/02,1,3.37,Finance-Concurrent Degree
465814,2221,Whitney,Fullerton,32,4/10/01,0,4,Dance
601706,2221,Freeland,Couth,9,12/30/99,0,3.67,Political Science
634013,2221,Percival,O'Dogherty,74,7/13/99,0,3.58,African & Middle East Studies
401975,2221,Valeda,Heeran,17,2/19/00,0,3.24,Religious Studies Concurr Deg
866738,2221,Conrado,Perez,40,10/20/03,0,3.53,Applied Mathematics
717664,2221,Shelton,Alcide,15,2/5/98,0,3.69,Distributed Studies
358560,2221,Page,Shilito,93,3/15/04,0,4,Communication
315792,2221,Phuong,Phan,46,7/11/99,0,3.49,Pharmacy
864540,2221,Keven,Bowe,48,12/18/99,0,2.44,Engineering Plus
223807,2221,Osmond,Dunphie,106,10/14/03,0,2.72,Latin
735517,2221,Bjorn,Furmagier,129,11/6/01,0,3.89,Engineering - Undetermined
599586,2221,Chrisy,Viney,6,4/25/02,1,3.49,Film Studies Concurr Degree
466534,2221,Bessie,Boggish,44,8/30/98,0,2.89,Performance
225914,2221,Irv,Abrahamowitcz,119,12/25/01,1,3.47,Piano Performance
705328,2221,Hermon,Feeny,58,5/24/00,0,3.05,Broadcast News
986365,2221,Alexio,Strutz,4,11/3/02,1,4,Theory
815185,2221,Orin,Canton,95,1/16/01,0,3.96,Jewish Studies
456986,2221,Abey,Batte,83,5/6/03,0,2.55,"Physics, Concurrent Degree"
268984,2221,Charlena,Hattoe,52,4/21/00,0,3,Jewish Studies
130381,2221,Angelico,Adriani,138,5/20/03,1,3.96,Finance-Concurrent Degree
370890,2221,Flora,Esteves,49,3/22/98,0,3.69,Entreparneurship/Small Bus Mgt
437038,2221,Olga,Dumberrill,7,12/19/00,1,3.97,"Mathematics, Concurrent Degree"
967894,2221,Salomo,Hearsey,81,4/30/00,0,3.28,Minerals Land Management
551940,2221,Mohamad,Tran,87,1/15/03,0,4,"Psychology, Concurrent Degree"
280661,2221,Benedict,Tansill,81,6/21/99,1,2.25,"Applied Math, Concurr Degree"
673782,2221,Jilli,Euels,115,6/22/00,0,2.45,"Computer Sci, Concurrent Degr"
749095,2221,Phyllys,Belham,83,1/12/00,0,3.66,Chemical Engineering
521804,2221,Sari,Liepins,34,3/4/98,1,4,Neuroscience
498278,2221,Jerrilee,Teas,42,5/24/00,0,3.37,"Biological Sci-EPO,Concur Deg"
348485,2221,Dre,Kermit,36,3/13/03,1,2.06,Japanese-Concurrent Degree
937845,2221,Mercedes,Vallentin,69,8/31/01,0,2.8,"Electrical Engr, Concur Degree"
214908,2221,Aldon,Kensitt,118,6/5/03,1,2.73,Accounting
665982,2221,Aluin,Eamer,2,3/17/04,0,4,Woodwind Performance
195253,2221,Marylou,Regnard,12,10/11/98,0,4,Piano Performance
544736,2221,Sonja,Fradgley,109,9/4/02,0,2.25,Journalism - Open Option
382139,2221,Gilli,McCanny,4,6/2/03,0,4,Leadership/CommunityEngagement
987276,2221,Myca,Enriquez,7,5/10/01,0,2.04,News - Editorial
823813,2221,Orly,Hazael,16,8/8/02,0,2.79,Music & Business
306649,2221,Meaghan,Lush,95,8/14/02,1,2.77,Comm Disorders & Speech Sci
905222,2221,Lon,Stainton - Skinn,74,7/29/98,1,4,Envir/Civ Engineering Conc Deg
112168,2221,Darcie,Clowley,24,3/16/02,0,2.39,English
608905,2221,Hew,Pollicott,73,8/11/03,0,4,News - Editorial
340426,2221,Dacie,Rack,118,4/12/04,1,4,Electrical & Comp Engineering
708465,2221,Jerry,Hawkwood,116,12/15/02,0,2.5,Biological Sciences-MCD
317407,2221,Daphne,Dolbey,62,6/5/02,0,3.24,Afro-American Studies
529312,2221,Arturo,Morga,46,2/2/01,0,4,Biological Sci-Education
458778,2221,Murdock,Rosevear,74,12/27/03,0,3.24,Broadcast Production
247841,2221,Eachelle,Ableson,128,11/10/02,0,2.08,Italian
703263,2221,Dallon,Angelo,32,7/20/99,0,4,Undergrad Initial Statistics
224965,2221,Carmella,Brend,49,11/19/01,0,2.88,Media Studies
819175,2221,Kellby,Fitzsimons,116,8/1/99,0,4,Aerospace Engineering & Bus
776450,2221,Dill,Clemendot,133,4/28/99,1,4,Design Studies
960837,2221,Kimberli,Vanin,77,9/22/99,0,3.32,Theatre
403043,2221,Shina,Volante,74,10/31/00,0,3.05,Information Science
624641,2221,Margette,Baggallay,104,10/1/01,0,2.72,Design Studies
684127,2221,Mordy,Ingon,88,4/12/98,0,3.06,Biology
628233,2221,Leupold,Wanklyn,95,7/21/01,0,2.73,Environmental Design & Bus
998948,2221,Neilla,Kaes,127,4/13/99,0,2.8,French
285948,2221,Leticia,Bohling,82,6/8/02,1,3.07,"Linguistics, Concurrent Degree"
437542,2221,Mattheus,Ciccerale,138,3/23/98,0,4,Anthropology
223081,2221,Theressa,McGrowther,66,9/11/99,0,2.7,Computer Science
534068,2221,Merill,Harbage,3,5/23/00,0,4,Physics
145569,2221,Fonz,Grellier,79,4/25/98,0,2.41,"Aerospace Engr Sci, Concur Deg"
399170,2221,Arlee,Holyard,57,2/2/03,0,3.52,Women and Gender Studies
494390,2221,Bianca,Torres,4,10/1/01,0,4,Music Education
783093,2221,Lena,Mossop,141,1/18/98,0,2.92,Computer Science & Business
774752,2221,Reinhard,Martinet,73,11/27/98,0,3.8,Tourism Management
786438,2221,Findlay,Ludlow,117,3/2/02,0,3.26,"Elec & Comp Engr, Concurr Deg"
397427,2221,Hy,Drife,82,1/22/99,0,3.38,Biochemistry
796283,2221,Rhona,Kelsall,13,8/18/03,0,2.56,East Asian Studies
468994,2221,Chen,Tollett,46,12/11/03,0,3.07,East Asian Studies
114348,2221,Ario,Rabbitts,12,1/26/00,0,4,"Systems, Concurrent Degree"
293263,2221,Rafaello,Dutchburn,11,6/6/99,0,4,"Mechanical Engr, Concur Degree"
479000,2221,Rudy,Secombe,14,8/6/01,0,2.45,Communication
975314,2221,Kathie,Orsi,11,8/9/01,0,3.74,Architect Engr & Bus
888180,2221,Olympie,Normadell,2,7/28/99,0,3.27,Engineering Plus
762268,2221,Karim,Breckin,0,3/23/02,1,2.19,Geology
953041,2221,Howie,Stallard,106,3/26/99,1,2.77,Computer Science
834661,2221,Wat,Joll,73,6/24/98,1,3.79,"Linguistics, Concurrent Degree"
335164,2221,Reid,Jendrich,48,9/23/00,0,2.33,Broadcast Production
985831,2221,Monah,Pepye,95,1/2/99,0,4,Design Studies
515092,2221,Allister,MacMaster,9,9/19/99,1,4,Broadcast Production
640860,2221,Desdemona,Allaway,39,5/26/04,0,2.94,Spanish
531126,2221,Fern,Girkins,94,8/16/03,0,3.1,Theory
441668,2221,Sharia,Edelheit,104,8/22/01,1,4,"Biological Sci-EPO,Concur Deg"
804066,2221,Daphene,McNaught,15,10/3/03,1,3.73,Applied Computer Science
622637,2221,Arlen,Dawidsohn,46,10/27/01,0,3.88,Mathematics
983922,2221,Demetria,Maier,97,1/18/98,0,2.72,Computer Science Applications
506200,2221,Aila,Bramelt,79,4/26/01,1,3.29,Spanish
631622,2221,Margaux,Papen,38,4/1/00,1,3.75,"Civil Engr, Concurrent Degree"
585026,2221,Neysa,Bootland,37,1/28/03,0,4,Public Relations & Business
967678,2221,Angelina,de Bullion,29,6/15/00,1,4,Undergrad Initial Statistics
405177,2221,Kiah,Rait,86,3/21/00,0,3.65,Jewish Studies
155867,2221,Germain,Southers,124,10/27/99,0,4,Computer Science
940201,2221,Ernaline,Rankine,18,9/26/02,0,4,Performance
897748,2221,Carilyn,Roofe,70,9/3/01,1,4,"German Studies, Concur Degr"
544598,2221,Anton,Sleigh,38,11/21/03,0,3.05,"Linguistics, Concurrent Degree"
988292,2221,Melva,Bome,86,12/16/01,0,4,East Asian Studies
369342,2221,Terri-jo,Rickhuss,76,12/19/00,0,2.97,"Speech,Lang,Hearing Sciences"
382107,2221,Meagan,Remmers,127,12/31/02,1,4,Environmental Conservation
982969,2221,Desdemona,Mantz,61,12/1/99,0,2.14,Elec Engr & Computer Sci
357151,2221,Arther,Forshaw,107,3/10/03,0,4,Engineering - Open Option
284573,2221,Eveleen,Yarrow,21,3/8/02,0,2.37,Fine Arts - Art History
506532,2221,Clevie,Andreolli,82,10/24/02,1,4,English
444154,2221,Ottilie,Puller,21,1/4/03,0,3.01,Pre-Economics
498298,2221,Filmore,Milhench,90,3/13/00,1,4,Business Analytics
675337,2221,Averil,Hurdwell,18,4/10/03,0,2.53,Chemical Engineering & Bus
335428,2221,Muffin,Hustings,34,10/18/01,0,3.72,Fine Arts - Studio Arts
974178,2221,Ame,Shooter,136,11/17/02,1,3.45,String Performance
395036,2221,Bartolomeo,Van den Velde,133,6/17/98,0,3.84,"Information Systems, Conc Degr"
718944,2221,Ardelle,Langran,41,12/31/00,0,2.25,Accounting-Concurrent Degree
720431,2221,Catriona,Broxis,8,3/7/04,1,4,Statistics and Data Science
909777,2221,Cathlene,Buntin,133,4/2/00,0,3.52,Physics
862856,2221,Darcy,Hadlow,115,1/10/03,0,2.95,Fine Arts - Art History
848519,2221,Damaris,Stonman,73,7/7/02,0,3.52,Elec Engr & Computer Sci
256460,2221,Tabb,Rhoddie,64,3/19/03,0,3.92,Religious Studies Concurr Deg
347129,2221,Dela,Durrett,93,3/1/98,0,4,Jewish Studies
441655,2221,Wadsworth,O'Kynsillaghe,21,8/12/99,1,2.98,Russian Studies
917322,2221,Lilla,Breissan,103,7/7/98,0,2.09,Chemical & Biological Engr
729817,2221,Kimmi,Malins,20,6/20/99,0,2.64,Applied Mathematics
477288,2221,Latrina,Humm,100,12/27/98,0,3.29,News - Editorial & Business
165887,2221,Chaunce,Crebbin,47,8/2/98,0,2.84,Classical Antiquity
421956,2221,Almira,Pithie,34,4/26/04,0,4,Computer Science
656637,2221,Avram,Stanex,82,11/10/98,0,2.44,Music & Business
895485,2221,Gert,Jepperson,129,3/18/99,0,2.58,Business Analytics
986104,2221,Hildy,Hazel,107,5/28/00,0,3.77,Atmospheric & Oceanic Sciences
436910,2221,Marianna,Gylle,89,5/20/99,0,2.8,Business Analytics
918442,2221,Verna,Annett,21,3/4/04,0,2.19,Biomedical Engineering
888110,2221,Rodrick,Frowen,64,7/9/98,1,2.31,Post-Degree Additional Major
357533,2221,Marylynne,Limpertz,108,11/11/02,0,2.2,Information Science
844815,2221,Prudi,Stelljes,53,8/18/00,0,2.53,Film Studies Concurr Degree
406602,2221,Ibbie,Fitchet,21,11/10/98,0,3.38,"French, Concurrent Degree"
181720,2221,Michaella,Dmisek,57,9/15/03,0,3.48,Journalism
285912,2221,Sibeal,Willeson,56,1/31/00,0,3.66,Biological Sciences-MCD
987069,2221,Zebedee,Jezzard,90,7/22/98,0,3.68,Pre-Economics
726255,2221,Thedric,Duester,44,11/12/00,0,4,Aerospace Engineering & Bus
220446,2221,Wilt,Norris,5,7/1/01,0,3.99,Advertising
636787,2221,Terri,Hark,105,3/2/00,0,2.1,English
141532,2221,Kandace,Patrone,22,2/19/00,1,3.31,Journalism
369887,2221,Nate,Vankin,8,5/31/04,0,2.06,Open Option
722667,2221,Judon,Kenson,111,2/19/99,0,2.1,Pre-Communication
